Game Id;PlayerId;TeamId;Game Rating;Game Rating Off;Game Rating Def;G;A;+/-;SOG;MS;BS;PIM;HT;TK;GV;SHF;TOT;PP;SH;EV;FOW;FOL;FO%;Team Shots on;Team Shots Against on;Team Shots Missed on;Team Shots Missed Against on;Team Shots Blocked on;Team Shots Blocked Against on;Team Goals on;Team Goal Against on;Team Shots off;Team Shots Against off;Team Shots Missed off;Team Shots Missed Against off;Team Shots Blocked off;Team Shots Blocked Against off;Team Goals off;Team Goal Against off;OZ Starts;NZ Starts;DZ Starts;Team OZ Starts;Team NZ Starts;Team DZ Starts;SQ0;SQ1;SQ2;SQ3;SQ4
166;1290;17;64.6067;61.013;63.504;0;0;-1;2;0;1;0;2;0;0;19;1261;80;214;966;0;0;0;8;8;0;1;7;3;1;2;11;12;1;0;7;10;0;1;5;7;3;14;28;13;1;1;1;0;0
166;14988;9;73.616;71.06;76.714;1;0;0;2;0;0;0;1;2;0;21;1173;53;204;915;4;4;50.0;6;9;0;1;7;5;1;1;14;10;1;0;6;9;2;0;4;5;7;13;28;14;0;0;0;2;0
166;1593;17;61.6157;53.253;70.812;0;0;-1;2;0;2;0;1;1;0;12;877;0;0;877;0;0;0;7;3;0;0;2;5;0;1;12;17;1;1;12;8;1;2;2;8;3;14;28;13;1;3;0;0;0
166;1641;17;60.0117;54.53;73.205;0;0;0;1;0;0;4;0;1;0;18;1068;224;36;806;4;6;40.0;6;6;1;0;4;5;0;0;13;14;0;1;10;8;1;3;3;7;3;14;28;13;0;1;0;0;0
166;14990;9;65.6229;61.11;69.804;0;1;1;1;0;0;2;1;1;0;21;1267;187;88;991;0;0;0;9;10;0;1;8;5;2;1;11;9;1;0;5;9;1;0;6;11;4;13;28;14;0;0;1;0;0
166;1710;9;64.1465;51.395;74.294;0;0;0;1;0;0;0;3;0;2;15;981;98;154;728;0;0;0;1;5;0;0;0;7;0;0;19;14;1;1;13;7;3;1;3;7;2;13;28;14;0;1;0;0;0
166;14055;17;65.9477;62.985;62.557;0;0;0;0;0;0;0;1;1;0;13;794;57;0;737;1;1;50.0;7;4;0;1;2;1;1;1;12;16;1;0;12;12;0;2;3;12;1;14;28;13;0;0;0;0;0
166;1793;17;73.4479;57.76;84.216;0;1;0;0;0;2;0;1;1;0;8;538;57;1;479;4;5;44.4;1;4;0;0;2;4;1;1;18;16;1;1;12;9;0;2;4;6;4;14;28;13;1;0;1;0;0
166;1853;17;66.2177;64.03;44.6;0;0;-2;1;0;0;0;1;0;0;14;1027;87;0;939;7;7;50.0;7;7;0;0;5;5;0;2;12;13;1;1;9;8;1;1;2;10;2;14;28;13;0;0;0;0;1
166;1871;17;66.0547;64.505;48.8;0;0;-1;4;1;0;0;0;0;0;17;1120;315;0;804;0;0;0;8;8;1;0;8;2;0;1;11;12;0;1;6;11;1;2;4;6;2;14;28;13;0;1;2;2;0
166;15506;9;66.4827;62.32;72.721;1;0;1;2;0;0;2;2;0;1;10;594;26;47;521;2;1;66.7;3;2;0;0;5;1;1;0;17;17;1;1;8;13;2;1;2;8;3;13;28;14;0;0;0;2;0
166;12053;17;57.7265;48.8;76.835;0;0;0;4;0;0;5;1;1;3;14;1157;89;275;792;7;5;58.3;6;3;0;1;4;1;0;0;13;17;1;0;10;12;1;3;4;7;3;14;28;13;0;0;1;3;0
166;12512;17;57.6871;51.119;66.024;0;0;0;1;0;1;0;0;0;0;14;1061;0;139;922;0;0;0;5;6;0;1;2;5;0;0;14;14;1;0;12;8;1;3;3;7;4;14;28;13;1;1;0;0;0
166;12516;9;77.1257;52.962;91.602;0;0;0;1;0;1;0;0;2;0;21;1242;129;178;934;0;0;0;4;6;1;0;4;4;0;0;16;13;0;1;9;10;3;1;3;10;8;13;28;14;1;1;0;0;0
166;12535;9;63.7185;60.99;63.041;0;1;0;2;0;2;0;1;0;1;24;1352;228;176;948;6;11;35.3;10;8;0;1;9;3;1;1;10;11;1;0;4;11;2;0;8;6;7;13;28;14;2;0;0;0;2
166;13029;9;65.912;58.14;75.02;0;0;0;0;0;1;0;2;0;0;12;693;0;0;693;0;0;0;1;5;0;0;3;9;0;0;19;14;1;1;10;5;3;1;1;5;2;13;28;14;1;0;0;0;0
166;13072;17;74.91;53.738;90.216;0;0;0;0;0;3;2;1;0;1;17;1052;0;31;1020;0;0;0;4;9;1;0;5;6;0;0;15;11;0;1;9;7;1;3;1;9;7;14;28;13;2;0;1;0;0
166;13089;9;66.0314;50.925;72.072;0;0;2;2;0;0;5;1;0;0;19;1123;45;190;886;0;0;0;9;3;0;0;3;5;2;0;11;16;1;1;10;9;1;1;5;7;1;13;28;14;0;1;1;0;0
166;13620;9;63.2905;55.765;67.034;0;0;1;1;0;0;0;2;0;0;10;761;0;0;761;0;0;0;9;5;1;0;3;1;1;0;11;14;0;1;10;13;2;1;3;8;1;13;28;14;0;0;1;0;0
166;13811;17;55.9304;49.9;70.422;0;0;0;0;0;1;0;1;1;1;4;415;0;19;396;0;0;0;1;1;0;0;4;3;0;0;18;19;1;1;10;10;1;3;1;0;4;14;28;13;0;1;0;0;0
166;14143;17;35.6857;51.992;32.7;0;0;-2;1;0;2;0;0;0;0;17;1026;45;112;868;0;0;0;10;8;0;0;5;4;1;3;9;12;1;1;9;9;0;0;3;10;2;14;28;13;2;1;0;0;0
