season,award_name,player_id,team_id,staff_id,notes
1949-50,THE MASTERS' GREEN JACKET,295,,,complex_winner=D-Ed Kryzanowski (-35); unresolved_player=D-Ed Kryzanowski (-35)
1949-50,BOWL RISING STAR,3131,,,
1950-51,ROGER CROZIER SAVING GRACE TROPHY,3139,,,
1950-51,PLUS/MINUS TROPHY,2721,,,complex_winner=Jimmy Thomson (Tie)
1950-51,THE MASTERS' GREEN JACKET,2686,,,complex_winner=D-Bill Barilko (-35); unresolved_player=D-Bill Barilko (-35)
1950-51,BOWL RISING STAR,3318,,,
1951-52,ROGER CROZIER SAVING GRACE TROPHY,3139,,,
1950-51,PLUS/MINUS TROPHY,2721,,,complex_winner=Jimmy Thomson (Tie)
1951-52,THE MASTERS' GREEN JACKET,195,,,complex_winner=RW-George Gee (-43); unresolved_player=RW-George Gee (-43)
1951-52,BOWL RISING STAR,3452,,,
1952-53,ROGER CROZIER SAVING GRACE TROPHY,2959,,,
1951-52,PLUS/MINUS TROPHY,2700,,,
1952-53,THE MASTERS' GREEN JACKET,2846,,,complex_winner=LW-Ed Sandford (-26); unresolved_player=LW-Ed Sandford (-26)
1952-53,BOWL RISING STAR,3452,,,
1953-54,ROGER CROZIER SAVING GRACE TROPHY,2959,,,
1952-53,PLUS/MINUS TROPHY,2970,,,
1953-54,THE MASTERS' GREEN JACKET,3355,,,complex_winner=D-Lasse Björn (-41); unresolved_player=D-Lasse Björn (-41)
1953-54,BOWL RISING STAR,3452,,,
1954-55,ROGER CROZIER SAVING GRACE TROPHY,2961,,,
1953-54,PLUS/MINUS TROPHY,3131,,,
1954-55,THE MASTERS' GREEN JACKET,3655,,,complex_winner=D-Camille Bédard (-46); unresolved_player=D-Camille Bédard (-46)
1954-55,BOWL RISING STAR,3340,,,
1955-56,ROGER CROZIER SAVING GRACE TROPHY,2959,,,
1954-55,PLUS/MINUS TROPHY,3337,,,
1955-56,THE MASTERS' GREEN JACKET,2846,,,complex_winner=LW-Ed Sandford (-38); unresolved_player=LW-Ed Sandford (-38)
1955-56,BOWL RISING STAR,3948,,,
1956-57,ROGER CROZIER SAVING GRACE TROPHY,3139,,,
1955-56,PLUS/MINUS TROPHY,2845,,,
1956-57,THE MASTERS' GREEN JACKET,3437,,,complex_winner=C-Camille Henry (-40); unresolved_player=C-Camille Henry (-40)
1956-57,BOWL RISING STAR,4060,,,
1957-58,ROGER CROZIER SAVING GRACE TROPHY,3317,,,
1956-57,PLUS/MINUS TROPHY,2703,,,
1957-58,THE MASTERS' GREEN JACKET,3133,,,complex_winner=RW-Bruce Cline (-47); unresolved_player=RW-Bruce Cline (-47)
1957-58,BOWL RISING STAR,4139,,,
1958-59,ROGER CROZIER SAVING GRACE TROPHY,3139,,,
1957-58,PLUS/MINUS TROPHY,3150,,,
1958-59,THE MASTERS' GREEN JACKET,4365,,,complex_winner=C-Stan Mikita (-39); unresolved_player=C-Stan Mikita (-39)
1958-59,BOWL RISING STAR,4343,,,
1959-60,ROGER CROZIER SAVING GRACE TROPHY,3679,,,
1958-59,PLUS/MINUS TROPHY,3328,,,
1959-60,THE MASTERS' GREEN JACKET,2970,,,complex_winner=LW-Johnny Wilson (-37); unresolved_player=LW-Johnny Wilson (-37)
1959-60,BOWL RISING STAR,4483,,,
1960-61,ROGER CROZIER SAVING GRACE TROPHY,3139,,,
1959-60,PLUS/MINUS TROPHY,3061,,,
1960-61,THE MASTERS' GREEN JACKET,4376,,,complex_winner=D-Pat Stapleton (-32) Tie; unresolved_player=D-Pat Stapleton (-32) Tie
1960-61,BOWL RISING STAR,4601,,,
1961-62,ROGER CROZIER SAVING GRACE TROPHY,3139,,,
1960-61,PLUS/MINUS TROPHY,4146,,,
1960-61,THE MASTERS' GREEN JACKET,4376,,,complex_winner=D-Pat Stapleton (-32) Tie; unresolved_player=D-Pat Stapleton (-32) Tie
1961-62,BOWL RISING STAR,4719,,,
1962-63,ROGER CROZIER SAVING GRACE TROPHY,4343,,,
1961-62,PLUS/MINUS TROPHY,3131,,,
1961-62,THE MASTERS' GREEN JACKET,3328,,,complex_winner=C-Alex Delvecchio (-33); unresolved_player=C-Alex Delvecchio (-33)
1962-63,BOWL RISING STAR,4942,,,
1963-64,ROGER CROZIER SAVING GRACE TROPHY,2961,,,
1962-63,PLUS/MINUS TROPHY,3320,,,
1962-63,THE MASTERS' GREEN JACKET,4497,,,complex_winner=D-Dallas Smith (-34); unresolved_player=D-Dallas Smith (-34)
1963-64,BOWL RISING STAR,5109,,,
1964-65,ROGER CROZIER SAVING GRACE TROPHY,2961,,,
1963-64,PLUS/MINUS TROPHY,3885,,,
1963-64,THE MASTERS' GREEN JACKET,3856,,,complex_winner=D-Bob Baun (-52); unresolved_player=D-Bob Baun (-52)
1964-65,BOWL RISING STAR,,,,unresolved_player=No Winner
1965-66,ROGER CROZIER SAVING GRACE TROPHY,4598,,,
1964-65,PLUS/MINUS TROPHY,3349,,,
1964-65,THE MASTERS' GREEN JACKET,4351,,,complex_winner=D-Terry Harper (-42); unresolved_player=D-Terry Harper (-42)
1965-66,BOWL RISING STAR,,,,unresolved_player=No Winner
1966-67,ROGER CROZIER SAVING GRACE TROPHY,4598,,,
1965-66,PLUS/MINUS TROPHY,4041,,,
1965-66,THE MASTERS' GREEN JACKET,4139,,,complex_winner=RW-Wayne Connelly (-58); unresolved_player=RW-Wayne Connelly (-58)
1966-67,BOWL RISING STAR,5701,,,
1967-68,ROGER CROZIER SAVING GRACE TROPHY,4603,,,
1966-67,PLUS/MINUS TROPHY,3885,,,
1966-67,THE MASTERS' GREEN JACKET,4139,,,complex_winner=D-Bobby Orr (-69); unresolved_player=D-Bobby Orr (-69)
1967-68,BOWL RISING STAR,,,,unresolved_player=No Winner
1967-68,PLUS/MINUS TROPHY,4041,,,
1967-68,THE MASTERS' GREEN JACKET,5287,,,sheet_season=1967-68; complex_winner=RW-Dick Sarrazin (-43) Tie; unresolved_player=RW-Dick Sarrazin (-43) Tie
1967-68,THE MASTERS' GREEN JACKET,5105,,,sheet_season=1967-68; complex_winner=D-Paul Terbenche (-43) Tie; unresolved_player=D-Paul Terbenche (-43) Tie
