PlayerId;TeamId;FranchiseId;GP;G;A;+/-;PIM;PP G;PP A;SH G;SH A;Fights;Fights_Won;HIT;GvA;TkA;SB;GR;Game Rating Off;Game Rating Def;SOG;TOI;PPTOI;SHTOI;PDO;GF/60;GA/60;SF/60;SA/60;CF;CA;CF%;CF% rel;FF;FA;FF%;FF% rel;GWG;FO;FOW
5061;8;8;28;7;14;3;7;2;0;0;0;1;0;23;15;24;12;63;58;64;48;27809;2164;1253;102.5;4.4;3.9;28.7;30.4;367;391;48.4;-5.7;258;273;48.6;-7.5;3;341;164
4060;0;0;25;5;11;4;17;0;0;0;0;1;1;52;16;11;12;69;64;66;70;26650;605;577;97.6;3.2;2.7;31.5;21.2;379;292;56.5;2.7;270;187;59.1;4.3;1;12;5
4939;9;9;28;12;13;6;63;3;3;0;0;3;0;45;28;17;18;71;63;72;80;25159;6853;1029;100.6;3.7;2.7;27.0;20.6;315;286;52.4;7.0;221;170;56.5;8.9;1;14;9
5409;130;130;14;1;6;2;9;1;3;0;0;1;1;13;7;5;5;64;56;72;11;6822;2364;124;106.4;2.1;1.1;21.1;29.5;73;90;44.8;-1.8;48;65;42.5;-5.2;0;4;3
4481;0;0;18;1;6;9;12;0;1;0;0;0;0;15;7;4;38;62;52;68;13;17719;241;1289;106.6;3.9;2.0;27.2;26.8;239;237;50.2;-6.6;162;158;50.6;-7.5;0;0;0
5065;130;130;23;3;2;-8;9;1;0;0;0;1;1;32;16;11;7;62;56;63;38;18725;527;878;94.4;1.9;3.5;22.9;24.8;197;211;48.3;3.2;140;147;48.8;3.5;2;11;5
4940;8;8;28;12;11;9;12;3;1;1;0;0;0;50;35;27;17;77;70;79;97;25647;5144;4338;101.3;3.2;2.0;34.5;24.3;425;332;56.1;5.7;284;199;58.8;7.6;0;4;4
5860;122;122;28;13;11;17;12;0;0;0;0;0;0;19;22;10;11;69;66;62;66;26063;336;375;104.7;4.7;2.3;31.6;23.1;390;279;58.3;10.5;259;195;57.0;10.9;1;317;154
4941;0;0;25;1;9;5;6;0;0;0;0;0;0;66;24;18;7;69;64;73;42;19867;0;3559;102.7;2.9;2.0;24.8;22.3;240;216;52.6;-2.8;157;147;51.6;-6.2;0;8;4
4483;119;119;27;3;4;1;20;1;0;0;0;0;0;40;8;26;56;68;52;79;35;29634;2043;4606;98.9;1.5;1.6;17.6;16.8;263;269;49.4;6.0;177;166;51.6;10.1;2;0;0
4942;122;122;28;0;9;-1;37;0;0;0;1;1;0;42;11;20;59;66;60;72;39;32783;1959;2682;98.8;2.9;3.0;29.4;27.1;472;428;52.4;2.5;312;291;51.7;3.8;0;0;0
5654;122;122;28;6;9;3;31;0;0;0;1;3;0;26;26;16;10;69;63;69;64;22918;1341;5492;105.4;3.3;2.5;23.9;29.7;280;315;47.1;-5.4;177;223;44.3;-7.1;0;216;105
5655;119;119;12;0;4;-2;17;0;1;0;0;1;1;25;3;10;9;64;56;71;18;11340;1403;737;97.7;2.5;3.5;22.5;25.7;122;109;52.8;12.1;80;86;48.2;4.2;0;0;0
4605;8;8;28;0;7;0;30;0;1;0;1;2;1;17;6;13;60;59;51;65;27;26569;146;1678;97.7;3.7;3.9;29.0;26.3;359;357;50.1;-3.1;244;229;51.6;-2.8;0;0;0
4737;120;120;30;5;8;-3;32;0;1;0;0;2;0;42;26;13;14;69;67;65;43;28933;272;778;98.2;2.4;2.5;26.4;23.0;391;320;55.0;2.5;245;230;51.6;2.5;1;16;10
4485;131;131;28;2;4;-1;17;0;0;0;0;1;0;14;10;7;12;56;51;62;30;13166;241;570;99.6;2.5;3.0;25.4;29.8;185;210;46.8;3.6;112;132;45.9;3.0;1;67;34
5238;120;120;30;5;17;12;4;0;1;0;0;0;0;39;32;11;6;66;65;62;54;29838;216;2539;106.1;3.9;2.5;23.9;25.2;377;367;50.7;-4.0;231;255;47.5;-3.5;0;3;0
5410;130;130;28;3;7;-10;18;0;2;2;0;0;0;33;8;15;53;61;52;69;24;27538;542;2543;94.1;1.3;3.0;18.7;23.3;241;308;43.9;-2.9;169;208;44.8;-2.5;1;0;0
4152;131;131;28;4;16;-1;32;1;4;0;0;0;0;56;22;17;17;71;65;76;60;30305;5874;1025;102.1;2.9;2.9;25.9;32.1;376;471;44.4;0.9;263;320;45.1;2.8;0;33;10
5411;5;5;10;0;2;-1;7;0;0;0;0;1;0;11;2;3;13;62;58;63;3;10120;147;635;105.2;3.6;3.9;20.6;32.4;97;146;39.9;-7.2;65;105;38.2;-10.5;0;0;0
3867;119;119;27;6;6;-3;4;0;2;1;1;0;0;42;16;14;14;65;59;69;49;20167;1228;4981;102.2;2.3;3.0;15.5;23.7;167;226;42.5;-3.8;111;158;41.3;-4.6;0;71;40
4741;130;130;28;6;7;-3;12;2;0;0;0;0;0;49;36;25;16;64;56;71;64;25823;3331;2795;101.0;2.9;3.2;21.6;25.7;266;297;47.2;1.9;185;211;46.7;0.2;0;23;5
