Game Id;PlayerId;TeamId;Game Rating;SA;GA;SV;SV%;TOI;PIM
7324;4343;5;0;0;0;0;.00nan;0;0
7324;4598;9;93;35;2;33;.943;3600000;0
7324;4379;5;77;34;3;31;.912;3537850;0
7324;2961;9;0;0;0;0;.00nan;0;0
7354;4933;122;46;17;3;14;.824;3585900;0
7354;4051;122;0;0;0;0;.00nan;0;0
7354;3955;8;70;22;2;20;.909;3600000;0
7354;5090;8;0;0;0;0;.00nan;0;0
7317;4735;3;49;23;4;19;.826;3600000;0
7317;4150;0;68;33;4;29;.879;3600000;0
7317;4960;0;0;0;0;0;.00nan;0;0
7317;2959;3;0;0;0;0;.00nan;0;0
7284;4343;5;84;25;1;24;.960;3600000;0
7284;4048;118;0;0;0;0;.00nan;0;0
7284;5060;118;81;30;2;28;.933;3550750;0
7284;4379;5;0;0;0;0;.00nan;0;0
7290;4142;120;68;15;1;14;.933;3600000;0
7290;4616;119;52;2;0;2;1.000;1325600;0
7290;4958;120;0;0;0;0;.00nan;0;0
7290;5103;119;11;15;6;9;.600;2274400;0
7329;4735;3;0;0;0;0;.00nan;0;0
7329;4150;0;0;0;0;0;.00nan;0;0
7329;4960;0;73;37;4;33;.892;3559850;0
7329;2959;3;50;17;3;14;.824;3600000;0
7418;4472;123;0;0;0;0;.00nan;0;0
7418;4933;122;49;16;3;13;.813;3531150;0
7418;4051;122;0;0;0;0;.00nan;0;0
7418;4603;123;76;20;1;19;.950;3600000;0
7328;4343;5;61;29;4;25;.862;3578100;0
7328;3139;10;0;0;0;0;.00nan;0;0
7328;4379;5;0;0;0;0;.00nan;0;0
7328;5106;10;85;29;2;27;.931;3600000;0
7287;4142;120;83;23;1;22;.957;3600000;0
7287;4048;118;0;0;0;0;.00nan;0;0
7287;5060;118;44;9;2;7;.778;3594900;0
7287;4958;120;0;0;0;0;.00nan;0;0
7289;4598;9;54;14;2;12;.857;3600000;0
7289;4616;119;0;0;0;0;.00nan;0;0
7289;5103;119;85;31;2;29;.935;3600000;0
7289;2961;9;0;0;0;0;.00nan;0;0
7449;4472;123;0;0;0;0;.00nan;0;0
7449;3955;8;0;0;0;0;.00nan;0;0
7449;4603;123;75;25;2;23;.920;3600000;0
7449;5090;8;76;30;3;27;.900;3600000;0
7327;4598;9;0;0;0;0;.00nan;0;0
7327;4735;3;66;33;4;29;.879;3600000;0
7327;2959;3;0;0;0;0;.00nan;0;0
7327;2961;9;45;21;4;17;.810;3600000;0
7335;4150;0;0;0;0;0;.00nan;0;0
7335;3139;10;0;0;0;0;.00nan;0;0
7335;4960;0;63;30;4;26;.867;3600000;0
7335;5106;10;48;29;5;24;.828;3546550;0
7312;3541;121;0;0;0;0;.00nan;0;0
7312;4616;119;0;0;0;0;.00nan;0;0
7312;3679;121;86;14;0;14;1.000;3600000;0
7312;5103;119;59;23;3;20;.870;3600000;0
