PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
416;1979;17;9999;2;3;7;0;5;0;0;1;0;47;0;3;5;1;6;0;0;0;2103;10;150;0;0
416;1979;17;0;7;1;0;10;-5;0;0;0;0;61;0;7;33;14;15;11;3;4;6020;49;1180;2;1
416;1980;17;0;7;1;0;10;-8;0;0;0;0;55;0;7;33;15;16;5;3;5;6247;290;1278;0;0
416;1981;17;0;7;3;2;4;-4;1;0;0;1;56;0;17;8;5;13;5;4;7;5854;101;1652;0;0
416;1982;17;0;7;1;5;17;-1;0;1;0;0;61;0;6;0;0;13;4;2;0;3106;247;0;1;0
416;1983;17;0;7;2;1;7;3;0;0;0;0;55;1;6;37;15;1;4;4;0;2661;0;223;1;0
416;1984;17;0;7;0;0;22;-4;0;0;0;0;54;0;4;33;6;1;2;4;1;2700;0;36;2;1
416;1985;303;12;5;3;1;4;0;0;0;0;0;63;0;13;43;20;2;0;4;2;3267;30;257;0;0
416;1986;222;9;5;0;5;0;1;0;1;0;1;59;0;7;41;19;0;0;1;0;2977;669;444;0;0
433;1979;279;0;7;0;2;28;5;0;0;0;0;57;0;5;0;0;5;5;2;9;7223;352;1018;2;1
433;1980;279;0;7;0;1;12;4;0;0;0;0;66;0;6;0;0;5;3;1;21;7048;69;1130;2;2
433;1981;279;0;7;0;5;7;-3;0;0;0;0;51;0;9;0;0;10;4;2;13;8418;101;1138;1;1
433;1982;15;0;7;0;1;17;0;0;0;0;0;55;0;3;0;0;6;0;3;12;6487;0;417;3;0
433;1984;15;0;7;0;1;10;-3;0;0;0;0;62;0;5;0;0;5;2;4;20;5648;19;1473;2;1
433;1985;236;9;7;0;1;4;-4;0;0;0;0;65;0;9;0;0;8;4;4;10;7384;358;1296;0;0
433;1986;236;9;7;0;2;7;3;0;0;0;0;81;0;10;0;0;8;3;5;17;7016;554;1146;1;0
513;1979;11;0;7;1;1;9;8;0;0;0;0;70;0;9;0;0;18;1;11;5;8005;343;807;1;1
513;1980;11;0;4;0;4;40;2;0;0;0;0;58;0;2;0;0;8;1;2;6;3844;123;270;4;0
513;1981;11;0;7;0;3;9;4;0;0;0;0;63;0;15;0;0;14;3;4;8;7804;524;941;1;0
513;1982;11;0;7;2;8;7;3;1;0;0;1;70;0;13;0;0;16;3;8;12;7151;1425;1390;1;1
513;1983;254;10;7;3;7;2;4;1;2;0;0;87;0;22;0;0;13;3;2;16;7516;940;1369;0;0
513;1984;11;0;6;0;2;39;4;0;0;0;0;67;0;5;0;0;7;0;5;10;5743;61;290;5;3
513;1986;20;0;3;1;2;22;2;0;2;0;0;72;0;3;0;0;7;0;1;4;2264;626;722;2;1
533;1979;25;9999;5;5;13;12;-1;0;3;0;1;67;0;11;6;4;27;1;0;1;4929;306;477;0;0
